"Name","Policy URL","Hostname"
"RTB House S.A.","https://www.rtbhouse.com/privacy-center","www.rtbhouse.com"
"Samsung Ads","https://policy.samsungrs.com/consent/eu/nsc/privacy_policy_en.html","policy.samsungrs.com"
"Seeding Alliance GmbH","https://seeding-alliance.de/datenschutz/","seeding-alliance.de"
"Seedtag Advertising S.L","https://www.seedtag.com/en/privacy-policy/","www.seedtag.com"
"Semasio GmbH","https://www.semasio.com/legal/semasio-privacy-policy","www.semasio.com"
"Sharethrough, Inc","https://www.sharethrough.com/privacy-center/consumer-privacy-notice","www.sharethrough.com"
"Smaato, Inc.","https://www.smaato.com/privacy/","www.smaato.com"
"SMADEX, S.L.U.","https://smadex.com/privacy-policy/","smadex.com"
"SoD ScreenOnDemand GmbH","https://screenondemand.de/datenschutzerklaerung/","screenondemand.de"
"Sovrn, Inc.","https://www.sovrn.com/privacy-policy/","www.sovrn.com"
"Sportradar AG","https://www.sportradar.com/about-us/privacy/","www.sportradar.com"
"SpringServe, LLC","https://www.magnite.com/legal/advertising-platform-privacy-policy/","www.magnite.com"
"StackAdapt Inc.","https://www.stackadapt.com/privacy-policy","www.stackadapt.com"
"Ströer Digital Media GmbH","https://www.stroeer.de/werben-mit-stroeer/onlinewerbung/programmatic-data/sdi-datenschutz-b2c","www.stroeer.de"
"Ströer SSP GmbH (SSP)","https://www.stroeer.de/ssp-datenschutz","www.stroeer.de"
"TabMo SAS","https://hawk-tech.io/privacy-policy/","hawk-tech.io"
"Taboola Europe Limited","https://www.taboola.com/privacy-policy","www.taboola.com"
"TAPTAP Digital SL","https://www.taptapdigital.com/privacy-policy","www.taptapdigital.com"
"Teads France SAS","https://privacy-policy.teads.com/","privacy-policy.teads.com"
"The MediaGrid Inc.","https://www.iponweb.com/policies-legal/themediagrid-privacy-policy/","www.iponweb.com"
"The Reach Group GmbH","https://trg.de/en/privacy-statement/","trg.de"
"The UK Trade Desk Ltd","https://www.thetradedesk.com/us/privacy","www.thetradedesk.com"
"travel audience GmbH","https://www.amadeus-hospitality.com/ta-product-privacy-notice/","www.amadeus-hospitality.com"
"Triple Lift, Inc.","https://triplelift.com/privacy/","triplelift.com"
"twiago GmbH","https://a.twiago.com/privacy.php","a.twiago.com"
"UniCredit S.p.A.","https://www.unicredit.it/it/info/privacy.html","www.unicredit.it"
"United Internet Media GmbH","https://www.united-internet-media.de/de/datenschutzhinweis/","www.united-internet-media.de"
"Verve Group Europe GmbH","https://pubnative.net/privacy-notice/","pubnative.net"
"video intelligence AG","https://www.vi.ai/legal/privacy-policy/","www.vi.ai"
"Xandr, Inc.","https://about.ads.microsoft.com/en-us/solutions/xandr/platform-privacy-policy","about.ads.microsoft.com"
"Yahoo EMEA Limited","https://legal.yahoo.com/ie/en/yahoo/privacy/index.html","legal.yahoo.com"
"Yieldlab (Virtual Minds GmbH)","https://yieldlab.com/privacy-platform/","yieldlab.com"
"YOC AG","https://yoc.com/privacy/","yoc.com"
"Zemanta Inc.","https://www.zemanta.com/privacy/","www.zemanta.com"
"zeotap GmbH","https://zeotap.com/product-privacy-policy/","zeotap.com"
"Eyeota Pte Ltd","https://www.eyeota.com/privacy-center","www.eyeota.com"
"adsquare GmbH","https://adsquare.com/privacy/","adsquare.com"
"DoubleVerify Inc.​","https://doubleverify.com/privacy-notice/solutions-privacy-notice","doubleverify.com"
"Havas Media (Artemis Alliance S.L.U.)","https://havasmedianetwork.com/cookie-policy/","havasmedianetwork.com"
"Online Media Solutions LTD ","https://onlinemediasolutions.com/privacy-policy/","onlinemediasolutions.com"
"MBmedien Group GmbH","https://mbmedien.group/datenschutz-dsgvo/","mbmedien.group"
"Clipflip Interactive Video Technology GmbH","https://www.clipflip.video/data-privacy","www.clipflip.video"
"Integral Ad Science (incorporating ADmantX)","https://integralads.com/ias-privacy-data-management/policies/","integralads.com"
"NEXD","https://nexd.com/privacy-policy","nexd.com"
"Oracle Data Cloud - Moat","https://www.oracle.com/legal/privacy/services-privacy-policy.html","www.oracle.com"
